name,date (yyyy_mm_dd_hh_mm_ss),tag 1,tag 2,tag 3,tag 4
pink_glasses_057.jpg,2018_09_22_02_24_00,late ,night,bathroom,
pink_glasses_058.jpg,2018_09_22_02_26_00,late,night,smudges,
pink_glasses_059.jpg,2018_09_22_02_26_00,late,night,cleaning,
pink_glasses_060.jpg,2018_09_22_02_59_00,late,bedtime,sleep,
pink_glasses_061.jpg,2018_09_22_08_23_00,early,morning,awake,
pink_glasses_062.jpg,2018_09_22_08_53_00,early ,morning,smudges,
pink_glasses_063.jpg,2018_09_22_08_53_00,early,morning,cleaning,
pink_glasses_064.jpg,2018_09_22_09_05_00,morning,bathroom,routine,
pink_glasses_065.jpg,2018_09_22_09_08_00,morning,bathroom,routine,
pink_glasses_066.jpg,2018_09_22_09_19_00,morning,blanket,rest,
pink_glasses_067.jpg,2018_09_22_17_26_00,late,afternoon,car,
pink_glasses_068.jpg,2018_09_22_17_26_00,late,afternoon,cleaning,
pink_glasses_069.jpg,2018_09_22_17_27_00,late ,afternoon,check,
pink_glasses_070.jpg,2018_09_23_02_07_00,late ,night,sink,
pink_glasses_071.jpg,2018_09_23_02_12_00,late,night,smudges,
pink_glasses_072.jpg,2018_09_23_02_12_00,late,night,cleaning,
pink_glasses_073.jpg,2018_09_23_03_14_00,late,night,bedtime,
pink_glasses_074.jpg,2018_09_23_09_50_00,morning,awake,rest,
pink_glasses_075.jpg,2018_09_23_09_52_00,morning,bathroom,routine,
pink_glasses_076.jpg,2018_09_23_10_10_00,morning,bathroom,makeup,
pink_glasses_077.jpg,2018_09_23_15_49_00,morning,pillow ,rest,
pink_glasses_078.jpg,2018_09_23_16_51_00,afternoon,smudges,light,
pink_glasses_079.jpg,2018_09_23_16_51_00,afternoon,smudges,clean,
pink_glasses_080.jpg,2018_09_23_16_52_00,afternoon,smudges,gone,
pink_glasses_081.jpg,2018_09_23_22_55_00,night,bathroom,routine,
pink_glasses_082.jpg,2018_09_23_22_58_00,night,bathroom,smudges,
pink_glasses_083.jpg,2018_09_23_22_59_00,night,smudges,clean,
5_000.jpg,2018_09_19_35_09_21,concept,hand,expression,
above_001.jpg,2018_09_23_26_54_13,text,reading,capture,
achieve_002.jpg,2018_09_23_26_53_13,text,reading,capture,
advanced_003.jpg,2018_09_23_21_40_19,text,reading,capture,
advancing_004.jpg,2018_09_23_31_42_19,text,reading,capture,
advantageous_005.jpg,2018_09_23_33_00_20,text,reading,capture,
adventure_006.jpg,2018_09_22_33_32_12,overheard,chilling,expression,
Advertise_007.jpg,2018_09_17_02_38_14,lecture,video,expression,
Available_008.jpg,2018_09_17_32_39_14,lecture,video,expression,
Aveeno_009.jpg,2018_09_19_32_51_01,product,text,capture,
avoid_010.jpg,2018_09_17_32_48_14,idea,thought,expression,
brave_011.jpg,2018_09_23_33_00_20,text,reading,capture,
civic_012.jpg,2018_09_23_37_02_20,text,reading,capture,
civilwar_013.jpg,2018_09_23_35_02_21,text,reading,capture,
conversation_014.jpg,2018_09_17_35_09_18,message,friend,expression,
csv_015.jpg,2018_09_22_35_09_19,canvas,text,capture,
datavis_016.jpg,2018_09_19_40_11_18,text,convention,capture,
develop_017.jpg,2018_09_23_35_12_20,text,reading,capture,
Developed_018.jpg,2018_09_21_35_12_20,text,reading,capture,
device_019.jpg,2018_09_18_35_12_20,text,reading,capture,
devise_020.jpg,2018_09_23_21_54_09,company,google,capture,
diversity_021.jpg,2018_09_17_32_19_15,magazine,picture,capture,
diversity1_022.jpg,2018_09_19_34_29_16,tag,object,capture,
dontgiveup_023.jpg,2018_09_24_14_21_10,sign,decoration,capture,
DontStopBelievin_024.jpg,2018_09_19_14_48_23,music,Edison,capture,
evaluate_025.jpg,2018_09_23_35_07_14,professor,academia,expression,
everafter_026.jpg,2018_09_19_14_48_22,advertisement,disney,capture,
everett_027.jpg,2018_09_23_35_08_20,city,masssachusetts,google,
everyone_028.jpg,2018_09_17_48_07_14,idea,expressive,capture,
forgive_029.jpg,2018_09_20_27_11_18,writing,excuse,timewaster,
give_030.jpg,2018_09_17_35_16_13,professor,class,expression,
Improvements_031.jpg,2018_09_20_27_28_17,slides,convention,capture,
inevitable_032.jpg,2018_09_20_04_04_18,text,reading,capture,
innovate_033.jpg,2018_09_20_04_34_20,lecturer,convention,expression,
inVentive_034.jpg,2018_09_17_35_04_13,professor,class,expression,
LiveDecor_035.jpg,2018_09_17_53_44_15,decoration,text,expression,
Marvel_036.jpg,2018_09_20_07_07_00,store,sign,capture,
massive_037.jpg,2018_09_21_00_15_20,text,reading,capture,
move_038.jpg,2018_09_21_27_25_20,text,reading,capture,
movement_039.jpg,2018_09_23_26_07_18,message,family,expression,
movin_040.jpg,2018_09_20_59_14_00,idea,street,expression,
Negative_041.jpg,2018_09_17_35_12_13,professor,class,expression,
productive_042.jpg,2018_09_17_53_42_15,procrastinating,concept,expression,
provocations_043.jpg,2018_09_20_04_24_18,text,reading,capture,
received_044.jpg,2018_09_20_07_32_18,text,reading,capture,
revolutionary_045.jpg,2018_09_20_22_44_18,text,reading,capture,
Savannah_046.jpg,2018_09_20_32_27_00,store,sign,capture,
save_047.jpg,2018_09_20_01_27_08,advertisement,board,capture,
service_048.jpg,2018_09_23_26_07_12,quote,call,expression,
Splitsville_049.jpg,2018_09_20_32_45_00,name,restaurant,photo,
television_050.jpg,2018_09_20_32_47_00,object,restaurant,capture,
underdeveloped_051.jpg,2018_09_23_26_07_18,quote,call,expression,
universal_052.jpg,2018_09_20_44_24_18,text,reading,capture,
University of Kansas_053.jpg,2018_09_20_32_47_11,card,recruiter,record,
V_054.jpg,2018_09_17_32_19_19,package,friend,photo,
vacation_055.jpg,2018_09_17_32_23_19,conversation,friend,cluster,
vacuum_056.jpg,2018_09_23_32_23_20,friend,call,expression,
Valet_057.jpg,2018_09_20_32_47_01,sign,company,capture,
Van_058.jpg,2018_09_23_15_22_20,logo,store,capture,
VanLeer_059.jpg,2018_09_23_32_23_10,sign,signpost,capture,
Vannevar_060.jpg,2018_09_20_44_02_18,text,reading,capture,
variable_061.jpg,2018_09_17_15_23_19,text,homework,expression,
various_062.jpg,2018_09_17_15_23_14,quote,lecture,capture,
varying_063.jpg,2018_09_20_44_02_18,text,reading,capture,
veggie_064.jpg,2018_09_20_32_45_00,text,menu,capture,
venue_065.jpg,2018_09_23_32_23_29,text,reading,capture,
vertical_067.jpg,2018_09_23_32_23_12,menu,settings,screencap,
VGDev_068.jpg,2018_09_23_14_01_12,advertisement,poster,capture,
Viaggi_069.jpg,2018_09_20_32_45_02,name,store,hotel,
Vienna_070.jpg,2018_09_20_32_45_03,song,band,capture,
visible_071.jpg,2018_09_20_44_02_18,text,reading,capture,
vision_072.jpg,2018_09_17_15_23_14,text,reading,capture,
vision1_074.jpg,2018_09_17_35_18_13,professor,discussion,expression,
visualized_075.jpg,2018_09_21_32_23_12,text,website,screencap,
Vizbi_076.jpg,2018_09_21_32_23_12,text,essay,capture,
voder_077.jpg,2018_09_20_52_34_18,idea,diagram,screencap,
notebook_000.jpg,2018_09_17_14_45_55,Notes,Writing,Academic,
notebook_001.jpg,2018_09_17_20_32_46,Notes,Writingت,OutofClassت,
notebook_002.jpg,2018_09_17_20_55_54,Notesت,Reference,OutofClassت,
notebook_003.jpg,2018_09_17_23_20_40,Notes,Referenceت,OutofClassت,
notebook_004.jpg,2018_09_18_08_28_44,Notes,Writingت,OutofClassت,
notebook_005.jpg,2018_09_18_09_39_06,Notes,Writingت,inClass,
notebook_006.jpg,2018_09_18_09_39_48,Drawing,Referenceت ت,inClass,
notebook_007.jpg,2018_09_18_11_54_52,Notes,Writingت,inClass,
notebook_008.jpg,2018_09_18_04_40_01,Notes,Writingت,OutofClassت,
notebook_009.jpg,2018_09_18_18_02_21,Notes,Writingت,Academicت,
notebook_010.jpg,2018_09_18_22_14_44,Notes,Writingت,inClass,
notebook_011.jpg,2018_09_19_09_13_58,Notes,Writingت,OutofClassت,
notebook_012.jpg,2018_09_19_10_15_26,Notes,Studying ت,OutofClassت,
notebook_013.jpg,2018_09_19_13_59_03,Notes,Writingت,Academicت,
notebook_014.jpg,2018_09_20_09_22_48,Notes,Writingت,atWork,
notebook_015.jpg,2018_09_20_12_01_51,Notes,Reference,inClass,
notebook_016.jpg,2018_09_20_16_35_18,Notes,Writingت,atWork,
notebook_017.jpg,2018_09_21_11_17_00,Notes,Reference,OutofClassت,
notebook_018.jpg,2018_09_21_14_47_00,Homework,Writingت,OutofClassت,
notebook_019.jpg,2018_09_20_18_38_45,Personal,Writingت,atHomeت,
notebook_020.jpg,2018_09_21_19_12_12,Personal,Reference,atHome,
notebook_021.jpg,2018_09_21_22_55_25,Notes,Writingت,Meeting,
notebook_022.jpg,2018_09_22_14_54_24,Notes,ToDo,OutofClassت,
notebook_023.jpg,2018_09_22_15_13_05,Notes,Writingت,inClass,
notebook_024.jpg,2018_09_22_22_53_47,Notes,Reference,OutofClass,
notebook_025.jpg,2018_09_23_09_39_04,Notes,Reference,OutofClass,
notebook_026.jpg,2018_09_23_10_58_03,Notes,Reference,OutofClass,
notebook_027.jpg,2018_09_23_15_38_06,Notes,Writingت,OutofClass,
notebook_028.jpg,2018_09_23_21_26_35,Personal,Writingت,OutofClass,
My_Shoes_000.jpg,2018_09_19_12_10_01,First, Tile, Old,
My_Shoes_001.jpg,2018_09_19_13_35_46,Wood, Couch, House,
My_Shoes_002.jpg,2018_09_19_13_51_44,Outside, Shadow, Sidewalk,
My_Shoes_003.jpg,2018_09_19_14_15_14,Class,2700, Notes,
My_Shoes_004.jpg,2018_09_20_10_17_33,Stairs, House, Morning,
My_Shoes_005.jpg,2018_09_20_10_55_39,Shadow, Between, Classes,
My_Shoes_006.jpg,2018_09_20_14_12_30,Carpet, Pattern, Study,
My_Shoes_007.jpg,2018_09_20_15_19_13,Library, Walking, Between,
My_Shoes_008.jpg,2018_09_20_17_40_02,Couch, house, wood,
My_Shoes_009.jpg,2018_09_21_10_05_40,Shadow, Walking, Drain,
My_Shoes_010.jpg,2018_09_21_10_43_14,Class,1332, Cramped,
My_Shoes_011.jpg,2018_09_21_10_58_04,Library, Shortcut, Quiet,
My_Shoes_012.jpg,2018_09_21_18_05_56,Turf, Dinner, House,
My_Shoes_013.jpg,2018_09_22_16_36_53,Gameday, Football, Clemson,
My_Shoes_014.jpg,2018_09_23_17_44_03,Lunch, House, Tennis,
My_Shoes_015.jpg,2018_09_23_22_04_08,Lunch, Tennis, Unappetizing,
My_Shoes_016.jpg,2018_09_24_00_24_26,Socks, Homework, Late,
My_Shoes_017.jpg,2018_09_24_01_05_53,Wood, Couch, Late,
My_Shoes_018.jpg,2018_09_24_01_07_52,Bathroom, House, Late,
My_Shoes_019.jpg,2018_09_24_01_26_36,Hallway, House, Late,
My_Shoes_020.jpg,2018_09_24_09_23_11,Barefoot, Hallway, Post-shower,
My_Shoes_021.jpg,2018_09_24_09_52_27,Feet, Bedroom, Dark,
My_Shoes_022.jpg,2018_09_24_09_52_53,House, Walkway, Sponsors,
My_Shoes_023.jpg,2018_09_24_09_54_38,Sidewalk, Metal, Leaves,
My_Shoes_024.jpg,2018_09_24_10_01_36,Class,1332, Lecture,
My_Shoes_025.jpg,2018_09_24_11_02_35,Moving, Between, Classes,
My_Shoes_026.jpg,2018_09_24_12_07_29,Stairs, After, Classes,
My_Shoes_027.jpg,2018_09_24_13_42_07,Shadow, Campus, Gum,
My_Shoes_028.jpg,2018_09_24_13_44_21,Concrete, Hallway, Class,
My_Shoes_029.jpg,2018_09_24_13_45_19,Lecture,2700, Workception,
My_Shoes_030.jpg,2018_09_24_14_46_50,Steps, Top, Leaves,
My_Shoes_031.jpg,2018_09_24_14_48_26,Steps, Down, Twig,
My_Shoes_032.jpg,2018_09_24_14_56_32,After, Class, Tired,
My_Shoes_033.jpg,2018_09_24_20_36_30,Homweork, Tennis, Kitchen,
My_Shoes_034.jpg,2018_09_24_23_34_02,House, Hallway, Late,
My_Shoes_035.jpg,2018_09_25_11_58_09,Room, Messy, Rug,
My_Shoes_036.jpg,2018_09_25_12_15_13,Turf, Lunch, Shadow,
My_Shoes_037.jpg,2018_09_25_12_23_03,Squares, Perfect, Brick,
My_Shoes_038.jpg,2018_09_25_12_25_08,Grass, Sidewalk, Open,
My_Shoes_039.jpg,2018_09_25_13_15_17,Large, Sidewalk, Crack,
My_Shoes_040.jpg,2018_09_25_13_21_39,Stairs, Leaf, Edge,
My_Shoes_041.jpg,2018_09_25_14_57_03,House, Stairs, Cord,
My_Shoes_042.jpg,2018_09_25_15_48_20,House, Couch, Nap,
My_Shoes_043.jpg,2018_09_25_19_38_33,Kitchen, Dinner, Backpack,
My_Shoes_044.jpg,2018_09_25_19_49_04,Turf, Dinner, Sitting,
My_Shoes_045.jpg,2018_09_25_19_49_07,Turf, Evening, Standing,
My_Shoes_046.jpg,2018_09_25_20_13_14,Worship, Coffee, Couch,
My_Shoes_047.jpg,2018_09_25_22_16_57,Working, Compiling, Self-Tracking,
My_Hats_000.jpg,2018_09_17_07_37,,clothing,hat,on
My_Hats_001.jpg,2018_09_17_07_57,,clothing,hat,off
My_Hats_002.jpg,2018_09_17_09_17,,clothing,hat,on
My_Hats_003.jpg,2018_09_17_11_02,,clothing,hat,off
My_Hats_004.jpg,2018_09_17_12_10,,clothing,hat,on
My_Hats_005.jpg,2018_09_17_13_39,,clothing,hat,off
My_Hats_006.jpg,2018_09_17_13_40,,clothing,hat,on
My_Hats_007.jpg,2018_09_17_13_50,,clothing,hat,off
My_Hats_008.jpg,2018_09_17_14_47,,clothing,hat,on
My_Hats_009.jpg,2018_09_17_14_59,,clothing,hat,off
My_Hats_010.jpg,2018_09_17_16_14,,clothing,hat,on
My_Hats_011.jpg,2018_09_17_16_30,,clothing,hat,off
My_Hats_012.jpg,2018_09_18_10_43,,clothing,hat,on
My_Hats_013.jpg,2018_09_18_10_54,,clothing,hat,off
My_Hats_014.jpg,2018_09_18_11_15,,clothing,hat,on
My_Hats_015.jpg,2018_09_18_11_23,,clothing,hat,off
My_Hats_016.jpg,2018_09_18_11_48,,clothing,hat,on
My_Hats_017.jpg,2018_09_18_12_00,,clothing,hat,off
My_Hats_018.jpg,2018_09_18_13_17,,clothing,hat,on
My_Hats_019.jpg,2018_09_18_14_01,,clothing,hat,off
My_Hats_020.jpg,2018_09_18_14_29,,clothing,hat,on
My_Hats_021.jpg,2018_09_18_14_39,,clothing,hat,off
My_Hats_022.jpg,2018_09_18_19_05,,clothing,hat,off
My_Hats_023.jpg,2018_09_19_07_41,,clothing,hat,on
My_Hats_024.jpg,2018_09_19_07_52,,clothing,hat,off
My_Hats_025.jpg,2018_09_19_09_16,,clothing,hat,on
My_Hats_026.jpg,2018_09_19_09_16,,clothing,hat,on
My_Hats_027.jpg,2018_09_19_11_03,,clothing,hat,off
My_Hats_028.jpg,2018_09_19_12_12,,clothing,hat,on
My_Hats_029.jpg,2018_09_19_14_14,,clothing,hat,off
My_Hats_030.jpg,2018_09_19_14_45,,clothing,hat,on
My_Hats_031.jpg,2018_09_19_15_20,,clothing,hat,off
My_Hats_032.jpg,2018_09_19_16_15,,clothing,hat,on
My_Hats_033.jpg,2018_09_19_18_35,,clothing,hat,on
My_Hats_034.jpg,2018_09_19_18_35,,clothing,hat,on
My_Hats_035.jpg,2018_09_19_19_36,,clothing,hat,off
My_Hats_036.jpg,2018_09_20_09_21,,clothing,hat,on
My_Hats_037.jpg,2018_09_20_10_35,,clothing,hat,off
My_Hats_038.jpg,2018_09_20_10_35,,clothing,hat,on
My_Hats_039.jpg,2018_09_20_10_47,,clothing,hat,off
My_Hats_040.jpg,2018_09_20_11_44,,clothing,hat,on
My_Hats_041.jpg,2018_09_20_11_55,,clothing,hat,off
My_Hats_042.jpg,2018_09_20_13_19,,clothing,hat,on
My_Hats_043.jpg,2018_09_20_14_28,,clothing,hat,off
My_Hats_044.jpg,2018_09_20_16_55,,clothing,hat,off
My_Hats_045.jpg,2018_09_20_17_54,,clothing,hat,switch
My_Hats_046.jpg,2018_09_20_18_30,,clothing,hat,off
My_Hats_047.jpg,2018_09_20_19_28,,clothing,hat,on
My_Hats_048.jpg,2018_09_20_19_28,,clothing,hat,on
My_Hats_049.jpg,2018_09_20_21_22,,clothing,hat,off
My_Hats_050.jpg,2018_09_21_11_00,,clothing,hat,on
My_Hats_051.jpg,2018_09_21_11_14,,clothing,hat,off
My_Hats_052.jpg,2018_09_21_13_34,,clothing,hat,on
My_Hats_053.jpg,2018_09_21_19_57,,clothing,hat,on
My_Hats_054.jpg,2018_09_21_22_28,,clothing,hat,off
My_Hats_055.jpg,2018_09_21_22_28,,clothing,hat,off
My_Hats_056.jpg,2018_09_22_09_33,,clothing,hat,on
My_Hats_057.jpg,2018_09_22_09_54,,clothing,hat,off
My_Hats_058.jpg,2018_09_22_10_14,,clothing,hat,on
My_Hats_059.jpg,2018_09_22_10_37,,clothing,hat,off
My_Hats_060.jpg,2018_09_22_12_26,,clothing,hat,on
My_Hats_061.jpg,2018_09_22_12_46,,clothing,hat,off
My_Hats_062.jpg,2018_09_22_13_04,,clothing,hat,on
My_Hats_063.jpg,2018_09_22_13_09,,clothing,hat,off
My_Hats_064.jpg,2018_09_22_13_37,,clothing,hat,on
My_Hats_065.jpg,2018_09_22_13_53,,clothing,hat,off
My_Hats_066.jpg,2018_09_22_15_34,,clothing,hat,on
My_Hats_067.jpg,2018_09_22_16_57,,clothing,hat,off
My_Hats_068.jpg,2018_09_22_19_05,,clothing,hat,on
My_Hats_069.jpg,2018_09_22_19_19,,clothing,hat,off
My_Hats_070.jpg,2018_09_23_13_22,,clothing,hat,on
My_Hats_071.jpg,2018_09_23_13_45,,clothing,hat,off
My_Hats_072.jpg,2018_09_23_16_48,,clothing,hat,on
My_Hats_073.jpg,2018_09_23_17_32,,clothing,hat,off
My_Hats_074.jpg,2018_09_23_19_00,,clothing,hat,on
My_Hats_075.jpg,2018_09_23_22_42,,clothing,hat,off
My_Hats_076.jpg,2018_09_23_23_19,,clothing,hat,on
My_Hats_077.jpg,2018_09_23_23_34,,clothing,hat,off
My_Bicycle_000.jpg,2018_09_17_01_29,Medium,A lot,No,
My_Bicycle_001.jpg,2018_09_17_06_42,High,None,No,
My_Bicycle_002.jpg,2018_09_17_06_46,Medium,A lot,No,
My_Bicycle_003.jpg,2018_09_17_07_27,Medium,A lot,No,
My_Bicycle_004.jpg,2018_09_17_11_29,Low,None,Yes,
My_Bicycle_005.jpg,2018_09_18_01_25,Low,Some,Yes,
My_Bicycle_006.jpg,2018_09_18_01_32,Low,None,No,
My_Bicycle_007.jpg,2018_09_18_02_47,High,Some,No,
My_Bicycle_008.jpg,2018_09_18_02_52,Medium,Some,No,
My_Bicycle_009.jpg,2018_09_18_04_15,Medium,A lot,No,
My_Bicycle_010.jpg,2018_09_18_04_23,Low,Some,Yes,
My_Bicycle_011.jpg,2018_09_19_08_50,Low,None,Yes,
My_Bicycle_012.jpg,2018_09_19_08_57,Medium,None,No,
My_Bicycle_013.jpg,2018_09_19_01_20,Medium,Some,No,
My_Bicycle_014.jpg,2018_09_19_03_26,High,Some,No,
My_Bicycle_015.jpg,2018_09_19_03_34,Low,None,Yes,
My_Bicycle_016.jpg,2018_09_19_06_16,Low,None,Yes ,
My_Bicycle_017.jpg,2018_09_19_09_54,Low,Some,No,
My_Bicycle_018.jpg,2018_09_19_10_00,Low,Some,Yes,
My_Bicycle_019.jpg,2018_09_20_06_36,Medium,None,No,
My_Bicycle_020.jpg,2018_09_20_06_44,High,Some,No,
My_Bicycle_021.jpg,2018_09_20_07_39,Medium,Some,No,
My_Bicycle_022.jpg,2018_09_20_07_51,Low,None,Yes,
My_Bicycle_023.jpg,2018_09_21_09_12,Low,Some,Yes,
My_Bicycle_024.jpg,2018_09_21_09_16,Medium,None,No,
My_Bicycle_025.jpg,2018_09_21_09_57,Medium,A lot,No,
My_Bicycle_026.jpg,2018_09_21_10_07,High,A lot,No,
My_Bicycle_027.jpg,2018_09_21_12_45,High,A lot,No,
My_Bicycle_028.jpg,2018_09_21_12_54,Low,None,Yes,
My_Bicycle_029.jpg,2018_09_21_01_52,Low,None,Yes,
My_Bicycle_030.jpg,2018_09_21_01_59,High,A lot,No,
My_Bicycle_031.jpg,2018_09_21_04_28,High,A lot,No,
My_Bicycle_032.jpg,2018_09_21_04_31,High,A lot,No,
My_Bicycle_033.jpg,2018_09_21_05_35,High,A lot,No,
My_Bicycle_034.jpg,2018_09_21_05_38,High,Some,No,
My_Bicycle_035.jpg,2018_09_21_05_41,Low,Some,Yes,
My_Bicycle_036.jpg,2018_09_21_05_59,Low,Some,Yes,
My_Bicycle_037.jpg,2018_09_22_09_07,Low,Some,Yes,
My_Bicycle_038.jpg,2018_09_22_09_12,Medium,Some,No,
My_Bicycle_039.jpg,2018_09_22_09_55,Medium,Some,No,
My_Bicycle_040.jpg,2018_09_22_12_57,Medium,A lot,No,
My_Bicycle_041.jpg,2018_09_22_01_02,Medium,A lot,No,
My_Bicycle_042.jpg,2018_09_23_12_06,Low,None,No,
My_Bicycle_043.jpg,2018_09_23_12_17,Low,None,Yes,
My_Bicycle_044.jpg,2018_09_23_11_33,Low,None,Yes,
My_Bicycle_045.jpg,2018_09_23_11_38,Medium,None,No,
My_Bicycle_046.jpg,2018_09_23_02_57,Low,Some,Yes,
My_Bicycle_047.jpg,2018_09_23_04_24,Low,Some,Yes,
My_Bicycle_048.jpg,2018_09_23_04_30,High,A lot,No,
My_Bicycle_049.jpg,2018_09_23_05_49,High,Some,No,
My_Bicycle_050.jpg,2018_09_23_05_55,Low,None,Yes,
my_backpack_000.jpg,2018_09_18_14_01_03,dorm,chair,closed,
my_backpack_001.jpg,2018_09_18_14_37_22,class,chair,closed,
my_backpack_002.jpg,2018_09_18_17_49_52,class,chair,closed,
my_backpack_003.jpg,2018_09_18_18_22_02,brittain,chair,open,
my_backpack_004.jpg,2018_09_18_19_00_36,brittain,chair,closed,
my_backpack_005.jpg,2018_09_18_18_50_44,dorm,chair,closed,
my_backpack_006.jpg,2018_09_19_14_51_16,dorm,chair,closed,
my_backpack_007.jpg,2018_09_19_16_16_09,class,chair,closed,
my_backpack_008.jpg,2018_09_19_17_49_37,stop,concrete,closed,
my_backpack_009.jpg,2018_09_19_22_47_39,dorm,chair,open,
my_backpack_010.jpg,2018_09_20_00_57_14,dorm,chair,open,
my_backpack_011.jpg,2018_09_20_11_59_04,class,chair,closed,
my_backpack_012.jpg,2018_09_20_12_53_09,class,chair,closed,
my_backpack_013.jpg,2018_09_20_14_09_01,culc,chair,closed,
my_backpack_014.jpg,2018_09_20_15_36_34,dorm,floor,open,
my_backpack_015.jpg,2018_09_20_16_50_43,class,chair,open,
my_backpack_016.jpg,2018_09_20_20_04_08,elevator,floor,closed,
my_backpack_017.jpg,2018_09_18_20_07_55,dorm,floor,closed,
my_backpack_018.jpg,2018_09_21_18_11_49,crc,bench,closed,
my_backpack_019.jpg,2018_09_21_18_47_23,crc,tile,open,
my_backpack_020.jpg,2018_09_21_19_55_26,crc,floor,closed,
my_backpack_021.jpg,2018_09_22_00_14_32,dorm,chair,open,
my_backpack_022.jpg,2018_09_23_15_26_41,dorm,floor,open,
my_backpack_023.jpg,2018_09_23_15_40_56,crc,floor,closed,
my_backpack_024.jpg,2018_09_23_16_33_02,crc,couch,open,
my_backpack_025.jpg,2018_09_23_20_55_15,crc,floor,closed,
my_backpack_026.jpg,2018_09_23_21_07_08,crc,couch,closed,
my_backpack_027.jpg,2018_09_23_21_46_05,crc,floor,closed,
my_backpack_028.jpg,2018_09_23_22_14_39,crc,floor,closed,
my_backpack_029.jpg,2018_09_23_22_48_59,crc,floor,closed,
my_backpack_030.jpg,2018_09_23_23_55_47,dorm,chair,closed,
my_backpack_031.jpg,2018_09_24_08_48_39,stop,bench,closed,
my_backpack_032.jpg,2018_09_24_09_28_40,class,chair,closed,
my_backpack_033.jpg,2018_09_24_10_45_18,class,chair,closed,
my_backpack_034.jpg,2018_09_24_11_02_50,dorm,chair,open,
my_backpack_035.jpg,2018_09_24_13_40_21,campus,bench,closed,
my_backpack_036.jpg,2018_09_24_16_35_59,culc,chair,closed,
my_backpack_037.jpg,2018_09_24_17_36_52,culc,chair,closed,
my_backpack_038.jpg,2018_09_24_17_48_18,stop,pole,closed,
my_backpack_039.jpg,2018_09_24_17_49_32,bus,floor,closed,
my_backpack_040.jpg,2018_09_24_17_55_08,stop,bricks,closed,
my_backpack_041.jpg,2018_09_24_17_57_15,brittain,bench,closed,
my_backpack_042.jpg,2018_09_24_18_02_18,brittain,chair,closed,
my_backpack_043.jpg,2018_09_24_18_17_26,brittain,floor,closed,
my_backpack_044.jpg,2018_09_24_18_46_39,stop,bricks,closed,
my_backpack_045.jpg,2018_09_24_19_34_57,library,bench,closed,
my_backpack_046.jpg,2018_09_24_19_43_42,starbucks,chair,closed,
my_backpack_047.jpg,2018_09_24_20_42_37,dorm,chair,closed,
my_backpack_048.jpg,2018_09_24_21_12_56,crc,floor,closed,
my_backpack_049.jpg,2018_09_24_21_16_40,crc,floor,closed,
my_backpack_050.jpg,2018_09_24_21_47_45,crc,couch,closed,
my_backpack_051.jpg,2018_09_24_22_12_29,crc,floor,closed,
my_backpack_052.jpg,2018_09_24_22_28_52,crc,couch,closed,
my_backpack_053.jpg,2018_09_24_22_50_25,crc,floor,closed,
my_backpack_054.jpg,2018_09_24_23_13_27,crc,floor,closed,
my_backpack_055.jpg,2018_09_24_23_31_13,car,seat,open,
my_backpack_056.jpg,2018_09_25_00_01_59,dorm,chair,closed,
my_backpack_057.jpg,2018_09_25_16_27_52,class,floor,closed,
my_backpack_058.jpg,2018_09_25_17_47_31,stop,bricks,closed,
my_backpack_059.jpg,2018_09_25_18_30_18,pole,ground,closed,
my_backpack_060.jpg,2018_09_25_18_44_49,green,chair,closed,
my_backpack_061.jpg,2018_09_25_18_46_25,center,chair,closed,
my_backpack_062.jpg,2018_09_25_18_49_24,statue,bench,closed,
music_player_000.jpg,2018_09_17_06_55,music,app,travelling,
music_player_001.jpg,2018_09_17_07_26,music,app,travelling,
music_player_002.jpg,2018_09_17_11_05,music,app,working,
music_player_003.jpg,2018_09_17_11_12,music,app,working,
music_player_004.jpg,2018_09_17_11_18,music,app,working,
music_player_005.jpg,2018_09_17_11_34,music,app,working,
music_player_006.jpg,2018_09_17_11_44,music,app,working,
music_player_007.jpg,2018_09_17_06_59,music,app,travelling,
music_player_008.jpg,2018_09_17_07_15,music,app,travelling,
music_player_009.jpg,2018_09_17_08_24,music,app,travelling,
music_player_010.jpg,2018_09_18_11_09,music,app,travelling,
music_player_011.jpg,2018_09_18_11_10,music,app,travelling,
music_player_012.jpg,2018_09_18_11_30,music,app,travelling,
music_player_013.jpg,2018_09_18_11_44,music,app,travelling,
music_player_014.jpg,2018_09_18_11_46,music,app,travelling,
music_player_015.jpg,2018_09_18_11_50,music,app,travelling,
music_player_016.jpg,2018_09_18_01_51,music,app,travelling,
music_player_017.jpg,2018_09_18_02_09,music,app,travelling,
music_player_018.jpg,2018_09_18_02_12,music,app,travelling,
music_player_019.jpg,2018_09_19_07_04,music,app,travelling,
music_player_020.jpg,2018_09_19_07_36,music,app,travelling,
music_player_021.jpg,2018_09_19_07_48,music,app,travelling,
music_player_022.jpg,2018_09_19_07_54,music,app,travelling,
music_player_023.jpg,2018_09_19_10_00,music,app,working,
music_player_024.jpg,2018_09_19_10_52,music,app,working,
music_player_025.jpg,2018_09_19_02_54,music,app,travelling,
music_player_026.jpg,2018_09_19_03_16,music,app,travelling,
music_player_027.jpg,2018_09_19_11_55,music,app,relaxing,
music_player_028.jpg,2018_09_20_12_11,music,app,relaxing,
music_player_029.jpg,2018_09_20_11_04,music,app,travelling,
